ARAB;ENG
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال ;Business Management
إدارة الأعمال ;Business Management
ادارة الاعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال;Business Management
إدارة الأعمال وتقنياتها;Business and technology management
الدعوة ;Call
الدعوة;Call
الطوارئ الطبية والعناية المركزية;Central Emergency Medical Care
مركز الدراسات الإسلامية;Centre for Islamic Studies
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
كيمياء;Chemistry
الكيمياء;Chemistry
كيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الكيمياء;Chemistry
الهندسة الكيميائية;Chemical Engineering
الهندسة الكيميائية;Chemical Engineering
الهندسة الكيميائية;Chemical Engineering
الهندسة الكيميائية;Chemical Engineering
التقنية الكيميائية;Chemical Technology
التقنية الكيميائية;Chemical Technology
دراسات الطفولة;Childhood Studies
تخطيط المدن والأقاليم;City and Regional Planning
التقنية المدنية والمعمارية;Civil and Architectural Technology
تقنية مدنية ومعمارية;Civil and Architectural Technique
الهندسة المدنية;Civil engineering
الهندسة المدنية;Civil engineering
الهندسة المدنية;Civil engineering
الهندسة المدنية;Civil engineering
الهندسة المدنية;Civil engineering
الهندسة المدنية;Civil engineering
الهندسة المدنية;Civil engineering
الهندسة المدنية (تجسير);Civil Engineering (bridging)
هندسة مدنية;Civil engineering
هندسة مدنية;Civil engineering
الهندسة المدنية;Civil engineering
 الهندسة المدنية;Civil engineering
تقنية مدنية معمارية;Civilian technology architecture
الكيمياء الحيوية السريرية;Clinical Biochemistry
علوم المختبرات الإكلينيكية;Clinical Laboratory Sciences
علوم المختبرات الإكلينيكي;Clinical laboratory sciences
علوم المختبرات الإكلينيكية;Clinical Laboratory Sciences
التغذية الأكلينيكية;Clinical Nutrition
التغذية السريرية;Clinical Nutrition
الصيدلة السريرية;Clinical Pharmacy
الصيدلة الإكلينيكية;Clinical Pharmacy
الدراسات الإكلينيكية;Clinical Studies
الملابس والنسيج;Clothing and textiles
الملابس والنسيج;Clothing and textiles
الاتصالات وشبكات الحاسب;Communications & Computer Networks
قسم الحاسب الآلي;Computer Department
اتصالات;Communication
اتصالات;Communication
صحة المجتمع;Community Health
تمريض صحة المجتمع والصحة النفسية;Community health and mental health nursing
الاتصال والإعلام;Communication and Information
الاتصال والإعلام;Communication and Information
القانون التجاري;Commercial Law
خدمة مجتمع;Community service
تقنية الاتصالات;Communication Technology
شبكات الحاسب;Computer Networks
شبكات الحاسب ;Computer Networks
شبكات الحاسب الآلي;Computer networks
 الحاسب الالي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
الحاسب الآلي;Computer
حاسب آلي;Computer
حاسب آلي;Computer
الحاسب;Computer
تطبيقات الحاسب الآلي;Computer Applications
تطبيقات الحاسب الآلي;Computer Applications
هندسة الحاسب;Computer Engineering
هندسة الحاسب;Computer Engineering
هندسة الحاسب;Computer Engineering
هندسة الحاسب;Computer Engineering
هندسة الحاسب الآلي;Computer Engineering
هندسة الحاسب الآلي;Computer Engineering
هندسة الحاسب الآلي;Computer Engineering
هندسة الحاسب الآلي;Computer Engineering
هندسة الحاسب الآلي;Computer Engineering
هندسة الحاسب;Computer Engineering
نظم المعلومات الحاسوبية;Computer Information Systems
علوم الحاسب والمعلومات;Computer and Information Sciences
علوم الحاسب والمعلومات;Computer and Information Sciences
علوم الحاسب والمعلومات;Computer and Information Sciences
علوم الحاسب والمعلومات;Computer and Information Sciences
علوم الحاسب والمعلومات;Computer and Information Sciences
الحاسب ونظم المعلومات;Computer and information systems
الحاسب الآلي وتقنية المعلومات;Computer and Information Technology
الفقه المقارن;Comparative Jurisprudence
إدارة شبكات الحاسب الآلي;Computer network management
علوم الحاسب الآلي ونظم المعلومات;Computer Science and Information Systems
علوم الحاسب الآلي ونظم المعلومات;Computer Science and Information Systems
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسب الآلي;Computer Science
علوم الحاسبات;Computer Science
علوم الحاسبات;Computer Science
علوم الحاسب;Computer Science
علوم الحاسب;Computer Science
علوم حاسب;Computer Science
علوم وهندسة الحاسب;Computer Science and Engineering
علوم وهندسة الحاسب;Computer Science and Engineering
علوم وهندسة الحاسب ;Computer Science and Engineering
تقنية الحاسب;Computer Technology
تقنية الحاسب;Computer Technology
تقنية الحاسب;Computer Technology
تقنية الحاسب ;Computer Technology
تقنية الحاسب ;Computer Technology
تقنية الحاسب الآلي;Computer Technology
هندسة التشييد;Construction Engineering
هندسة وإدارة التشييد;Construction Engineering and Management
مجلس برنامج ماجستير التنوع الإحيائي;Council Master biodiversity program
العقيدة;Creed
العقيدة ;Creed
القانون الجنائي;Criminal Law
زراعة الأراضي القاحلة;The cultivation of arid lands
المناهج وطرق التدريس;Curriculum and Instruction
المناهج وطرق التدريس;Curriculum and Instruction
المناهج وطرق التدريس;Curriculum and Instruction
المناهج وطرق التدريس;Curriculum and Instruction
المناهج وطرق التدريس;Curriculum and Instruction
المناهج وطرق التدريس;Curriculum and Instruction
المناهج وطرق التدريس;Curriculum and Instruction
المناهج وطرق التدريس;Curriculum and Instruction
مناهج وطرق تدريس العلوم الشرعية;Curricula and teaching methods of forensic science
مناهج وطرق تدريس الرياضيات;Curricula and methods of teaching mathematics
مناهج وطرق تدريس;Curriculum and Teaching Methods
المناهج وتكنولوجيا التعليم;Curriculum and Technology Education
التاريخ;Date
التاريخ ;Date
التاريخ ;Date
التاريخ;Date
التاريخ;Date
التاريخ;Date
التاريخ;Date
الدعوة وأصول الدين;Dawa and Fundamentals of Religion
الدعوة والثقافة الإسلامية;Dawa Islamic culture
الدعوة والثقافة الاسلامية;Dawa Islamic culture
عمادة التعليم عن بعد - تأهيلية;Deanship of Distance Learning - qualifying
رعاية صحة الأسنان;Dental health care
طب وجراحة الفم والأسنان;Dental and Oral Surgery
طب وجراحة الفم والأسنان;Dental and Oral Surgery
طب وجراحة الفم والأسنان;Dental and Oral Surgery
طب وجراحة الأسنان;Dental Surgery
طب وجراحة الأسنان;Dental Surgery
تقنية الأسنان;Dental Technology
طب أسنان عام;Dentistry in
طب الأسنان;Dentistry
طب الأسنان;Dentistry
طب الأسنان;Dentistry
طب الأسنان;Dentistry
طب الأسنان;Dentistry
طب الأسنان;Dentistry
إدارة خدمات صحية ;Department of health services
تصميم الملابس والحلي;Design clothes and ornaments
الأشعة التشخيصية;Diagnostic Radiology
الأشعة التشخيصية;Diagnostic Radiology
برامج الدبلوم لحملة الشهادات الجامعية;Diploma holders of university degree programs
برامج الدبلوم لحملة الثانوية العامة أو ما يعادلها;Diploma programs for high school campaign or equivalent
العقيدة والمذاهب المعاصرة;Doctrine and contemporary doctrines
العقيدة والمذاهب المعاصرة;Doctrine and contemporary doctrines
العقيدة والمذاهب المعاصره;Dogma and doctrines contemporary
الإصلاح الأسري;Domestic reform
عمادة البرامج التحضيرية;Deanship preparatory programs
الدبلوم التأهيلي لأعمال السكرتارية ;Diploma qualifying for secretarial work
العقاقير;Drugs
الاقتصاد;Economy
الاقتصاد;Economy
الاقتصاد;Economy
الاقتصاد;Economy
اقتصاد وادارة;Economics and Administration
اقتصاد وادارة;Economics and Administration
الاقتصاد والعلوم الإدارية;Economics and Administrative Sciences
اقتصاد وادارة غير محدد;Economics and Administration Unknown
الاقتصاد والتمويل;Economics and Finance
التجارة الإلكترونية;E-Commerce
التربية;Education
التربية;Education
التربية;Education
التربية ;Education
التربية ;Education
التربية ;Education
التربية;Education
التربية;Education
التربية;Education
تربوي  (موازي);Educational (parallel)
الإدارة التربوية;Educational administration
الإدارة التربوية;Educational administration
الادارة التربوية ;Educational administration
الإدارة التعليمية;Educational administration
الإدارة التربوية;Educational administration
الإدارة التربوية;Educational administration
الإدارة التربوية;Educational administration
التربية في الإدارة والإشراف التربوي;Education in Educational Administration and Supervision
دبلوم تربوي;Educational Diploma
التوجية والارشاد التربوي;Educational guidance and counseling
التربية والتنمية البشرية;Education and Human Development
التربية ورياض الأطفال;Education and kindergartens
التربية في وسائل وتكنولوجيا التعليم;Education in the media and technology education
السياسات التربوية;Educational policies
علم النفس التربوي;Educational Psychology
علم النفس التربوي;Educational Psychology
التربية وعلم النفس;Education and Psychology
علم النفس التربوي;Educational Psychology
التربية وعلم النفس;Education and Psychology
التربية وعلم النفس ;Education and Psychology
العلوم التربوية;Educational Sciences
تقنيات التعليم ;Education Technology
 تقنيات التعليم ;Education Technology
تقنيات التعليم;Education Technology
الآثار;Effects
الهندسة الكهربائية وهندسة الحاسبات;Electrical and Computer Engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
الهندسة الكهربائية (تجسير);Electrical engineering (bridge)
هندسة كهربائية;Electrical engineering
الهندسة الكهربائية;Electrical engineering
 الهندسة الكهربائية;Electrical engineering
تقنية هندسة القوى الكهربائية;Electrical Power Engineering Technology
قوى كهربائية;Electric Power
تقنية القوى الكهربائية;Electrical Power Technology
التقنية الكهربائية;Electrical
التقنية الكهربائية;Electrical
التقنية الكهربائية;Electrical
التقنية الإلكترونية;Electronic Tech
التقنية الإلكترونية;Electronic Tech
التقنية الإلكترونية;Electronic Tech
الإسعاف والطوارئ;Emergency
طب الطوارئ;Emergency Medicine
طب الطوارئ;Emergency Medicine
تقنية طب الطوارئ;Emergency Medicine Technology
تمريض طوارئ;Emergency Nursing
الهندسة;Engineering
الهندسة;Engineering
عام هندسة;In Engineering
هندسة;Engineering
العلوم الهندسية والتطبيقية ;Engineering and Applied Science
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية;English language
اللغة الانجليزية;English language
اللغة الانجليزية;English language
اللغة الانجليزية;English language
اللغة الإنجليزية;English language
اللغة الإنجليزية وآدابها;English language and literature
اللغة الإنجليزية وآدابها;English language and literature
اللغة الإنجليزية وآدابها;English language and literature
الإدارة الهندسية;Engineering Management
العلوم الهندسية;Engineering Sciences
صحة البيئة;Environmental Health
صحة البيئة;Environmental Health
العلوم البيئية;Environmental Science
تقنية البيئة;Environmental Technology
تقنية البيئة;Environmental Technology
تقنية البيئة;Environmental Technology
الوبائيات;Epidemiology
اللغات الأوروبية وآدابها;European Languages ​​and Literature
إدارة الخدمات الصحية والمستشفيات التنفيذي ;Executive management of health services and hospitals
الماجستير التنفيذي في إدارة الأعمال;Executive Master of Business Administration
برنامج الماجستير التنفيذي في إدارة الأعمال;Executive Master of Business Administration
الماجستير التنفيذي في إدارة الأغمال;Executive Master in Management Alogmal
أسرة وطفولة;Family and Children
علوم الأسرة والطفولة;Family and Children Science
طب العائلة والمجتمع;Family and Community Medicine
الإرشاد الأسري;Family counseling
الإرشاد الإسري;Family counseling
طب الأسرة والمجتمع;Family medicine
طب الأسرة والمجتمع;Family medicine
العلوم المالية والإدارية;Financial and Administrative Sciences
العلوم المالية والإدارية;Financial and Administrative Sciences
المالية;Finance
تصاميم الأزياء;Fashion Designs
المالية ;Finance
تصميم الأزياء;Fashion Design
تصميم الأزياء;Fashion Design
تصميم الأزياء;Fashion Design
المحاسبة المالية;Financial Accounting
الإدارة المالية;Financial administration
الإدارة المالية;Financial administration
العلوم الإدارية والمالية وتقنياتها;Administrative and financial sciences and technologies
مالية وبنوك;Financial and banks
المالية والاقتصاد;Finance and Economy
التمويل والاستثمار;Finance and investment
إدارة مالية;Financial management
إدارة مالية;Financial management
ا لعلوم المالية;Financial Sciences
التربية الأسرية;Family Life Education
التربية الأسرية;Family Life Education
الفقه ;Fiqh
الفقه ;Fiqh
علوم الأغذية والتغذية;Food Science and Nutrition
الغذاء والتغذية;Food and Nutrition
علوم الغذاء والتغذية;Food Science and Nutrition
تقنية التصنيع الغذائي;Food processing technology
تقنية الإنتاج الغذائي;Food Production Technology
علوم الأغذية;Food Science
علوم الأغذية وتغذية الإنسان;Food Science and Human Nutrition
اللغات الأجنبية;Foreign languages
أصول التربية;Foundations of Education
أصول التربية;Foundations of Education
أصول التربية;Foundations of Education
اللغة الفرنسية والترجمة;French Language and Translation
إدارة عامة;General Administration
الإدارة العامة;The general Administration
الإدارة العامة;The general Administration
الدبلوم العام ;General Diploma
الدبلوم العام في التربية;General Diploma in Education
الدبلوم العام في التربية;General Diploma in Education
الدبلوم العام في التربية;General Diploma in Education
الدبلوم العام في التربية;General Diploma in Education
الدبلوم العام في التربية;General Diploma in Education
الدبلوم التربوي العام;General Educational Diploma Program
برنامج الدبلوم التربوي العام;General Education Diploma program
الدبلوم التربوي العام;General Educational Diploma Program
دبلوم التربية العام;General Education Diploma
الجيولوجيا العامة;General Geology
عام صحة ;General health
المواد العامة;General materials
المواد العامة;General materials
المواد العامة     ;General materials
طب وجراحة عامة;General Medicine and Surgery
عام علوم;General Science
الدراسات العامة;General Studies
علوم الأرض;Geology
الجيولوجيا;Geology
الجغرافيا;Geography
الجغرافيا;Geography
الجغرافيا;Geography
الجغرافيا;Geography
الجغرافيا ;Geography
الجغرافيا ;Geography
الجغرافيا;Geography
الجغرافيا;Geography
الجغرافيا;Geography
الجغرافيا;Geography
الجغرافيا;Geography
المسار الهندسي;Geometric path
الدرسات العليا - برنامج الماجستير;Graduate Studies - Master's program
النحو والصرف وفقه اللغة ;Grammar and philology
الرسم والفنون;Graphic arts
التصميم الجرافيكي ;Graphic design
تصميم الرسومات;Graphic Design
توجيه وإرشاد  (موازي);Guidance and counseling (parallel)
توجيه وإرشاد طلابي;Guidance and counseling for students
التوجيه والإرشاد الطلابي;Guidance and counseling students
دبلوم التوجيه والارشاد الطلابي;Guidance and counseling students Diploma
دبلوم التوجيه والارشاد الطلابي;Guidance and counseling students Diploma
دبلوم التوجيه والارشاد الطلابي;Guidance and counseling students Diploma
التوجيه والإرشاد النفسي;Guidance and psychological counseling
الحديث الشريف والدراسات الإسلامية;The Hadith and Islamic Studies
الحديث وعلومة;Hadith and its sciences
الحديث وعلومه;Hadith and its sciences
المعلوماتية الصحية;Health Informatics
المعلوماتية الصحية;Health Informatics
إدارة معلومات صحية;Health Information Management
الإدارة الصحية;Health Management
الإدارة الصحية;Health Management
الإدارة الصحية;Health Management
البرامج الصحية;Health programs
العلوم الصحية;Health Sciences
العلوم الصحية;Health Sciences
إدارة الأنظمة والجودة الصحية;Health Systems Management and Quality
المسار الصحي;Health Track
اقتصاد منزلي;Home Economics
اقتصاد منزلي;Home Economics
التاريخ والحضارة الاسلامية;History and Islamic Civilization
التاريخ والحضارة الإسلامية;History and Islamic Civilization
التاريخ والحضارة;History and civilization
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي;Home Economics
الاقتصاد المنزلي التربوي;Home economics education
السكن وإدارة المؤسسات;Housing and management institutions
السكن وإدارة المنزل;Housing and home management
السكن وإدارة المنزل;Housing and home management
القرآن الكريم والدراسات الإسلامية;Holy Quran and Islamic Studies
القرآن الكريم والدراسات الإسلامية;Holy Quran and Islamic Studies
القرآن الكريم والدراسات الإسلامية;Holy Quran and Islamic Studies
إدارة موارد بشرية;HR management
الدراسات الإنسانية;Humanities
العلوم الإنسانية;Humanities
البرامج الإنسانية;Humanitarian programs
الطب البشري;Human Medicine
الطب البشري;Human Medicine
الموارد البشرية;Human Resources
الموارد البشرية ;Human Resources
الموارد البشرية ;Human Resources
موارد بشرية;Human resources
إدارة الموارد البشرية;Human Resource Management
إدارة الموارد البشرية;Human Resource Management
إدارة الموارد البشرية;Human Resource Management
إدارة الموارد البشرية;Human Resource Management
العلوم الإنسانية وتقنياتها;Humanities and technologies
الإمامة والخطابة;Imamate and rhetoric
تخصص عام;Industry in
تخصص عام;Industry in
الهندسة الصناعية;Industrial Engineering
الهندسة الصناعية;Industrial Engineering
الهندسة الصناعية;Industrial Engineering
الهندسة الصناعية;Industrial Engineering
الهندسة الصناعية;Industrial Engineering
الهندسة الصناعية;Industrial Engineering
 الهندسة الصناعية;Industrial Engineering
تقنية الإدارة الصناعية;Industrial Management Technology
تقنية المعلومات والحاسب الآلي;Information and Computer Technology
المعلومات ومصادر التعلم;Information and learning resources
شبكات المعلومات;Information Networks
إدارة  المعلومات;information management
علوم المعلومات;Information Sciences
أمن المعلومات;Information Security
علم المعلومات;Information Science
نظم المعلومات;Information Systems
نظم المعلومات;Information Systems
نظم المعلومات;Information Systems
نظم المعلومات;Information Systems
نظم المعلومات;Information Systems
نظم المعلومات;Information Systems
نظم المعلومات;Information Systems
نظم المعلومات;Information Systems
تقنية المعلومات;Information technology
تقنية المعلومات;Information technology
تقنية المعلومات;Information technology
تقنية المعلومات;Information technology
تقنية المعلومات;Information technology
التصميم الداخلي;Interior Design
التصميم الداخلي;Interior Design
التصميم الداخلي;Interior Design
التصميم الداخلي;Interior Design
التصميم الداخلي;Interior Design
التصميم الداخلي;Interior Design
 هندسة التصميم الداخلي;Interior Design Engineering
هندسة  التصميم الداخلي;Interior Design Engineering
العلاقات الدولية;International Relations
